DB,Title,Authors (separate with//),Year,Language,Script,Lang_geneticprox,Prox_cat,No_nativespeakers,LangFamily,Journal,JournalCountry,StudyDesign,StudyDesign_cat,Region,Relative_no_studiesTA,Category,IUCN,TorNT,English_Abstract,Trans_Abs,Tot_Citations,Tot_crosslang_cit,Tot_crosslang_exclEng,Tot_samelang_cit,PerEng,PerSameLangCit,PerCrossLangCit,No_Langs_Cited,SelfCitations,English,French,Dutch,Russian,Spanish,German,Slovac,Polish,Portugese,Slovenian,Italian,Catalan,Hungarian,Korean,Japanese,Norwegian,Simplified Chinese,Traditional Chinese,Swedish,Danish,Persian,Ukranian,Czech,Finnish,Turkish,Thai,Estonian,Croatian,Icelandic,Latvian,Bulgarian,Lithuanian,Hebrew,Indonesian,Hindi,Bosnian,Greek
NEL,THE UNGULATES TO WOLVES RATIO IN THE CAUCASIAN NATURE RESERVE,"S. A. Trepet, T. G. Eskina",2018,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Russian Journal of Zoology,Russia,CI,Less complex,CAUCASIAN NATURE RESERVE,82,Mammals,Least Concern,Not Threatened,Yes,NA,2,0,0,2,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,LONG-TERM DYNAMICS OF HEAVY METAL CONCENTRATIONS IN THE FOOD AND LIVER OF BANK VOLES (MYODES GLAREOLUS) IN THE PERIOD OF REDUCTION OF EMISSIONS FROM A COPPER SMELTER,Mukhacheva S.V.,2017,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Russian Journal of Ecology,Russia,After,Less complex,"Sredneuralskiy copper smelter, the city of Revda of Sverdlovsk region",82,Mammals,Least Concern,Not Threatened,No,NA,9,0,0,9,0,1,0,1,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"CURRENT STATUS OF THE MARMOTA SIBIRICA (SCIURIDAE, RODENTIA) POPULATION IN SOUTHEAST TRANSBAIKALIA",Yury A. Bazhenov,2019,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Nature Conservation Research,Russia,After,Less complex,Southeast Transbaikalia (Russia),82,Mammals,Endangered,Threatened,Yes,NA,2,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,REPRODUCTIVE TECHNOLOGIES FOR CONSERVATION OF GENETIC RESOURCES OF ENDANGERED EQUIDAE: A REVIEW,"George Yu. Maksudov, Ksenia I. Egorova",2019,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Nature Conservation Research,Russia,NA,,No coordinates provided,82,Mammals,Endangered,Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"EXPERIENCE OF THE FORCED FATTENING OF HALICHOERUS GRYPUS (PHOCIDAE) PUPS IN THE BIOTECHNICAL AQUA COMPLEX OF THE MURMANSK MARINE BIOLOGICAL INSTITUTE, KOLA SCIENTIFIC CENTRE OF THE RUSSIAN ACADEMY OF SCIENCES","Alexander A. Zaytsev, Sergey Yu. Stepanov, Pavel R. Makarevich, Dmitriy G. Ishkulov, Alexander R. Troshichev, Yuri V. Litvinov, Vladimir A. Mosalov, Sergey Yu. Skarednov, Victor A. Galchansky",2018,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Nature Conservation Research,Russia,After,Less complex,Murmansk Marine Biological Institute (MMBI),82,Mammals,Least Concern,Not Threatened,Yes,NA,2,1,0,1,0.5,0.5,0.5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Introduction of alien species and microevolution: the European beaver, raccoon dog, and American mink","Korablev, NP//Korablev, MP//Korablev, PN",2011,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Biology Bulletin,Russia,CI,Less complex,"Voronezhsky Reserve, Oksky Reserve, Tsentralno-Lesnoi Reserve, Mordovsky Reserve, Pskov Oblast, Berezinsky Reserve, Bryansk Oblast, Novosibirsk Oblast, Tomsk Oblast, Udomelsky district, Vyshnevolotsky district, Darvinsky Reserve, Amur Oblast, Khabarovsk Oblast, Nelidovsky district, Oleninsky district, Toropetsky district, Znamenskoe fur farm, Polistovsky Reserve",82,Mammals,Least Concern,Not Threatened,No,NA,10,0,0,10,0,1,0,1,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Kurgan experience of restoration, preservation and use of resources of the Siberian roe deer","Danilkin, AA",2011,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Herald of Game Management,Russia,After,Less complex,several provinces of Ural region,82,Mammals,Least Concern,Not Threatened,Yes,NA,4,0,0,4,0,1,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Reacclimatization of the red deer (Cervus elaphus) in Belorussia,"Vorobey, NN",2011,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Herald of Game Management,Russia,After,Less complex,northern Belarus,82,Mammals,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Results of reintroduction of the European beaver (Castor fiber) in Russia: problems of harvesting of its resources,"Grevtsev, VI",2010,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Herald of Game Management,Russia,After,Less complex,all Russia,82,Mammals,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,The analysis of muskox introduction in northern Asia,"Sipko, TP//Gruzdev, AR//Egorova, SS//Yikhonov, VG",2007,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Russian Journal of Zoology,Russia,After,Less complex,"Taymyr Peninsula, Wrangel Island",82,Mammals,Least Concern,Not Threatened,No,NA,10,0,0,10,0,1,0,1,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Influence of anthropogenic factor on vital activity of the Alaskan ground squirrel (Citellus urocitellus undulatus),"Zolotareva, NN",2006,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,"Bulletin of Moscow Society of Naturalists, biological series",Russia,CI,Less complex,No coordinates provided,82,Mammals,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Agricultural activity and livestock farming as the key factors of number fluctuations of European subspecies of the steppe marmot,"Tokarsky, VA//Ronkin, VI//Savchenko, GA",2008,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,"Bulletin of Moscow Society of Naturalists, biological series",Russia,After,Less complex,Kharkiv Oblast (Province),82,Mammals,Least Concern,Not Threatened,No,NA,2,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"The beavers of the Tyudma River (Central Forest State Biosphere Reserve, Russia): from a reintroduction to an ""ideal"" population","Zavyalov, NA//Zheltukhin, AS//Korablev, NP",2011,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,"Bulletin of Moscow Society of Naturalists, biological series",Russia,After,Less complex,Tsentralno-Lesnoi Biosphere Reserve,82,Mammals,Least Concern,Not Threatened,Yes,NA,15,2,0,13,0.13,0.87,0.13,2,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,European bison and maintenance of biodiversity of meadows (on the example of Nature Reserve Bryansky Forest),"Evstigneev, OI//Solonina, OV",2016,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,"Bulletin of Moscow Society of Naturalists, biological series",Russia,After,Less complex,Bryansky Les Reserve,82,Mammals,Near Threatened,Not Threatened,Yes,NA,13,2,0,11,0.15,0.85,0.15,2,6,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Changes in numbers of mammalian predators in the Middle Ural under anthropogenic factors,"Korytin, NS",2011,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Russian Journal of Ecology,Russia,After,Less complex,Sverdlovsk Province,82,Mammals,Least Concern,Not Threatened,No,NA,23,0,0,23,0,1,0,1,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Introduction of Amphibians and Reptiles at the Caucasus and the Crimea: an Overview and Some Actual Data,"Kukushkin O. V., Doronin I. V., Tuniyev B. S., Ananjeva N. B., Doronina M. A.",2017,Russian,Cyrillic,52.5,Remotely related,255000000,Indo-European Balto-Slavic,Current Studies in Herpetology,Russia,Review,NA,Caucasus and Crimea,82,Amphibian,Least Concern,Not Threatened,No,NA,10,0,0,10,0,1,0,1,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Thirty-years'Conservation of Crested Ibis Nipponia nippon in ChinaÅFA Model for
Community-based Conservation of Animal Species‚cth Extremely Small Populations",,2014,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Sichuan Journal of Zoology,China,After,Less complex,Yangxian CountyShaanxi ProvinceChina,4540,Birds,Endangered,Threatened,NA,NA,5,5,0,0,1,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Effect of artificial nestboxes on the diversity of secondary cavity-nesting
birds and the stability of breeding bird community",LI ZhenYANG LiyuanLIU WenDENG Wenhong,2008,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Biodiversity Science,China,CI,Less complex,Xiaolongmen National Forest Park in BeijingChina,4540,Birds,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Study on ex-situ conservation in crested ibis,LI FulaiLIU BinSHI SenmingLIU Lingyun,1994,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Biodiversity Science,China,After,Less complex,Yangxian CountyShaanxi ProvinceChina,4540,Birds,Endangered,Threatened,Yes,NA,4,4,0,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Effects of farming practices in Tibet on wintering Black-necked Crane diet and food availability
Åi.'( -""0'"",#11""(Åj 8-%' *.8 $))8 *:*-5*2-5-';",Mary Anne BishopLI Fengshan,2002,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Biodiversity Science,China,CI,Less complex,"Three sites along Yarlung Zangbo River, Tibet, China",4540,Birds,Near Threatened,Not Threatened,Yes,NA,28,21,0,7,0.75,0.25,0.75,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Bird Community of Planted and Original Reed Wetland in Taihu Lakeside,CHENG JiaweiDENG ChangshenLU Changhu,2014,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Chinese Journal of Zoology,China,CI,Less complex,"Taisu Wetland Park, Suzhou city, China",4540,Birds,Least Concern,Not Threatened,No,NA,3,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Analysis on the Waterbird Community Structure and Its Habitat on the Artificial Wetlands in Spring in Chongming Dongtan,China",CHANG YaoXIE HanbinZENG WeibinTANG ChendongNIU DongliangWANG Tianhou,2014,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Chinese Journal of Zoology,China,CI,Less complex,"Chongming, Shanghai, China",4540,Birds,Least Concern,Not Threatened,NA,NA,2,1,0,1,0.5,0.5,0.5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Conservation Practice of Artificial Breeding Red-crowned Crane in Zhalong Nzture Reserve,China ",,2013,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Chinese Journal of Zoology,China,BA,Less complex,"Zhalong Nature Reserve, Daqing, Heilongjiang province, China",4540,Birds,Vulnerable,Threatened,NA,NA,2,2,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Potential threats and effective protection for the Black-necked Crane (Grus
nigricollis) in Yunnan Province",HAN LianxianHAN Ben,2014,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Zoological Research,China,BA,Less complex,"Several nature reserves in Yunnan province, China",4540,Birds,Near Threatened,Not Threatened,Yes,NA,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Artificial Attraction and Population Resumption of Siberian White Stork in Honghe Nature Reserve,China",LI Xiaomin,2000,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Chinese Journal of Wildlife,China,After,Less complex,"Tongjiang County, Heilongjiang Province ",4540,Birds,Endangered,Threatened,NA,NA,2,2,1,0,0.5,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Research on Simulating Ecological Group-breeding Technology of Tragopan caboti,GUI XiaojieLI LiZHU KaimingJIANG WeixingDUAN WenwuZHANG ShaZHANG Rui,2004,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Life Science Research,China,CI,Less complex,Hunan Province,4540,Birds,Vulnerable,Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Study on the Raising of Nutrients Digestibility of Weak Giant Panda by Spraying Cellulose Enzyme on Bamboo,LIU XuanzhenYANG ZhiHE GuangxinYE ZhiyongYU JianqiuLI Mingxi,2000,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Sichuan Journal of Zoology,China,BA,Less complex,Chengdu CitySichuan ProvinceChina,4540,Mammals,Vulnerable,Threatened,No,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Human Assistance in A Giant Panda Mother for Rearing Her Baby,HUANG XiangmingZHANG ZhiheLAN JingchaoYU JianqiuLI MingxiWANG ChengdongHOU RongLIU Zhenxuan,2005,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Sichuan Journal of Zoology,China,BA,Less complex,Chengdu CitySichuan ProvinceChina,4540,Mammals,Vulnerable,Threatened,Yes,NA,4,2,0,2,0.5,0.5,0.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"The Protection of Habitat of the Endangered Bats Tylonycteris pachypus
in Yuexiu Park, Guangzhou",CHEN MiaoHUANG ChujingQIU YuanxiongQIU Bin1LIN Siwan1YU WenhuaXU ZhongxianPAN WeiqingWU Yi,2013,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Sichuan Journal of Zoology,China,CI,Less complex,Yuexiu Park in Guangzhou CityGuangdong ProvinceChina,4540,Mammals,Least Concern,Not Threatened,Yes,NA,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Status of genetic diversity and conservation strategy of Pere David's deer in China,YU Changqing,1996,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Biodiversity Science,China,BA,Less complex,Captive population,4540,Mammals,Least Concern,Not Threatened,Yes,NA,7,2,0,5,0.29,0.71,0.29,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Estimating population size and genetic diversity of Asian elephant in the
Shangyong Nature Reserve",HE ChuanghuanZHOU YuWANG LifanZHANG Li,2015,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Biodiversity Science,China,After,Less complex,"Mengla County, Yunnan Province, China",4540,Mammals,Endangered,Threatened,Yes,NA,5,1,0,4,0.2,0.8,0.2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Expansion of captive and establishment of wild P?re David's deer ( Elaphurus davidianus) populations on the coast of northern of Jiangsu Province, China",DING YuhuaZHU MeiREN Yijun,2006,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Acta Theriologica Sinica,China,BA,Less complex,"Dafeng county, Jiangsu province, China",4540,Mammals,Least Concern,Not Threatened,Yes,NA,5,4,0,1,0.8,0.2,0.8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Preliminary comparation of three feeding methods for South China tiger
(Panthera tigris amoyensis ) cubs",LI ShizhouÅALEI ShengqiaoCHEN Wu,2013,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Acta Theriologica Sinica,China,RCT,More complex,"Guangzhou Zoo, Guangzhou city, China",4540,Mammals,Endangered,Threatened,Yes,NA,3,3,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Research on Recovery and Conservation of Wild Pere David's Deer Population in China,DING YuhuaREN YijunWEN HuajunLI PengfeiGAO DaliCHANG Qing,2014,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Chinese Journal of Wildlife,China,After,Less complex,Hubei ProvinceHunan ProvinceJiangsu Provine(has no coordinates),4540,Mammals,Least Concern,Not Threatened,NA,NA,9,7,1,2,0.67,0.22,0.78,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Strategies for Habitat Protection and Conservation of Wild Pere David's Deer at Dafeng Milu National Nature Reserve,Jiangsu,China ",DING JingjingXUE HuanZHU LifengDING YuhuaCHANG QingHOU LibingWANG Lei,2015,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Chinese Journal of Wildlife,China,After,Less complex,South Yellow Sea Wetland ,4540,Mammals,Least Concern,Not Threatened,NA,NA,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Effectiveness of releasing artificially-bred Chinese giant salamander
(Andrias davidianus) into the wild in Zhangjiajie, Hunan",LUO QinghuaLIU YingZHANG Liyun,2009,Simplified Chinese,Chinese,84.9,No recognizable relationship,"1,138,000,000",Sino-Tibetan,Biodiversity Science,China,BA,Less complex,"Zhangjiajie, Hunan province, China",4540,Amphibian,Critically Endangered,Threatened,Yes,NA,9,6,1,3,0.56,0.33,0.67,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,NA,Javier Enrique Sosa-Escalante,2011,Spanish,Latin,59.3,Remotely related,"559,000,000",Indo-European Italic,Therya,Mexico,After,Less complex,Guadalcazar County/ San Luis Potos? State/ Mexico,9520,Birds,Least Concern,Not Threatened,Yes,NA,27,8,0,19,0.3,0.7,0.3,2,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"DISPERSAL, SURVIVAL AND REPRODUCTION OF REINTRODUCED WHITE-WINGED GUAN


Penelope albipennis TACZANOWSKI, 1877 (CRACIDAE) TO ITS NATURAL HABITAT",Pratolongo F. A.?,2004,Spanish,Latin,59.3,Remotely related,"559,000,000",Indo-European Italic,Ecolog?a Aplicada,Peru,After,Less complex,Peru,9520,Birds,Endangered,Threatened,Yes,NA,19,15,6,4,0.47,0.21,0.79,3,1,9,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"REINTRODUCTION OF SPECIES


AND REINFORCEMENT OF POPULATIONS


IN THE CONSERVATION OF BIRDS IN SPAIN",Heredia B.,1992,Spanish,Latin,59.3,Remotely related,"559,000,000",Indo-European Italic,Ardeola,Spain,After,Less complex,Afghanistan,9520,Birds,Near Threatened,Not Threatened,Yes,NA,11,5,1,6,0.36,0.55,0.45,3,0,4,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,TESTING A NEW METHOD FOR REDUCING ECTOPARASITE INFESTATION IN NEST-BOXES,Rivero-De Aguilar J. // Meg?a-Palma R. // Bad?s E. P. // Mart?nez J. // Merino S.,2016,Spanish,Latin,59.3,Remotely related,"559,000,000",Indo-European Italic,Ardeola,Spain,CI,Less complex,Segovia City/ Spain,9520,Birds,Least Concern,Not Threatened,Yes,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Estimate of the abundance of pigeons (Columba livia var.) in the city of Barcelona and evaluation of effectiveness of elimination measures,Senar J. C. // Carrillo J. // Arroyo L. // Peracho V.?,2009,Spanish,Latin,59.3,Remotely related,"559,000,000",Indo-European Italic,Arxius de Miscel-lania zoologica,Spain,After,Less complex,Barcelona City/ Spain,9520,Birds,Least Concern,Not Threatened,No,NA,39,22,5,17,0.44,0.44,0.56,4,4,17,0,0,0,17,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,Nest boxes in Pinus radiata woodlands in southern Chile: a too! to mitigate negative environmental impacts?,AND RES MU?OZ-PEDREROS //ALBERTO GANTZ //MARCELO SAAVEDRA,1996,Spanish,Latin,59.3,Remotely related,"559,000,000",Indo-European Italic,Revista Chilena de Historia Natural,Chile,After,Less complex,"Araucania Region, Los Rios Region/Chile",9520,Birds,Least Concern,Not Threatened,Yes,NA,19,1,1,18,0,0.95,0.05,2,2,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,The role of Turdus falcklandii (Aves: Passeriforme) as disperser of invasive plants in the Juan Fern?ndez Archipelago,CECILIA SMITH-RAMiREZ //GISELLA ARELLANO //ERIN HAGEN //RODRIGO VARGAS //JESSICA CASTILLO //ALEJANDRO MIRANDA6,2013,Spanish,Latin,59.3,Remotely related,"559,000,000",Indo-European Italic,Revista Chilena de Historia Natural,Chile,Review,NA,Robinson Crusoe Island/Chile,9520,Birds,Least Concern,Not Threatened,Yes,NA,24,14,0,10,0.58,0.42,0.58,2,3,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Effects of fire on the bird fauna present at Cayumanque Hill, B?o-B?o Region, Chile",ALESSANDRA PERFETTI-BOLA?O //DANIEL GONZaLEZ-ACU?A //CARLOS BARRIENTOS //LUCILA MORENO,2013,Spanish,Latin,59.3,Remotely related,"559,000,000",Indo-European Italic,Boletin Chileno de Ornitologia,Chile,BA,Less complex,?uble/Chile,9520,Birds,Least Concern,Not Threatened,Yes,NA,5,2,0,3,0.4,0.6,0.4,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,"Efectos De La Exclusi?n De Ganado Vacuno Sobre La Vegetaci?n En El ?rea Ocupada Por Una Colonia De Fardela Blanca (Ardenna creatopus) En La Isla Robinson Crusoe, Chile",Ryan D. Carle//Jessie N. Beck //Valentina Colodro //Peter Hodum,2016,Spanish,Latin,59.3,Remotely related,"559,000,000",Indo-European Italic,Boletin Chileno de Ornitologia,Chile,CI,Less complex,Robinson Crusoe Island/Chile,9520,Birds,Vulnerable,Threatened,NA,NA,2,2,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEL,,Lu?vano-Esparza J. // Delgadillo-V?squez A. M. // Montes-Ontiveros O.?,2015,Spanish,Latin,59.3,Remotely related,"559,000,000",Indo-European Italic,Huitzil,Mexico,After,Less complex,Puerto Pe?asco Municipality/Sonora State/ Mexico,9520,Birds,Least Concern,Not Threatened,No,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
